PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00DkJ,3r1bnr/2p2ppp/2b5/R1k5/5P2/2N5/4N1PP/1R4K1 b - - 3 21,c5d6 b1d1 d6e7 a5e5 e7f6 d1d8,1613,75,92,3045,crushing deflection exposedKing long middlegame,https://lichess.org/JJiGlqDg/black#42,
00Dke,5bk1/2Q2p1p/5qp1/p7/P1Bp4/1Pr4P/5PP1/3R2K1 b - - 5 27,c3c2 c4f7 g8g7 c7c2,1197,167,100,50,crushing discoveredAttack endgame master short,https://lichess.org/SOcXiDBN/black#54,
00Dlt,r3kb1r/p4pp1/b1p4p/n3p3/4N3/2Nq1Q2/PP1P1PPP/R1B2RK1 w kq - 0 14,f3f5 d3f1,497,94,100,143,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/fDwnUxIU#27,Italian_Game Italian_Game_Two_Knights_Defense
00Dt6,5rk1/p4p1p/4p1p1/5nq1/8/5QPP/5PK1/2RR4 w - - 6 35,c1b1 f5h4 g2f1 h4f3,1204,78,67,48,crushing endgame pin short,https://lichess.org/TTZUVvIZ#69,
00Dxh,8/8/8/6R1/2pk2P1/1r3K1P/8/8 w - - 0 48,f3g2 c4c3 g5g7 c3c2,1352,115,69,45,advancedPawn crushing endgame master masterVsMaster rookEndgame short,https://lichess.org/iUtKfI3K#95,
00DzI,8/2p5/2P2k1p/2pKp3/3p2P1/3B1p2/7P/8 w - - 0 42,d5c5 f6g5 c5d5 g5f4 h2h4 f4e3,2590,90,85,58,bishopEndgame crushing endgame long,https://lichess.org/5cjWO8nE#83,
00E29,r1bq1rk1/4bppp/p1n5/3P4/Pp6/3B1N2/1B3PPP/R2Q1RK1 b - - 0 17,d8d5 d3h7 g8h7 d1d5,956,75,86,326,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/tWRCApub/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian
00E4Z,1r4k1/p4p1p/6p1/3rb3/K7/2PpB3/1P1R1PPP/7R w - - 1 25,h1d1 d5d6 b2b4 e5c3 e3c5 d6a6,2290,81,84,164,advantage endgame long master masterVsMaster quietMove,https://lichess.org/YRE2uOtG#49,
00EBZ,3rr1k1/p4pp1/1pp4p/3pPQ2/1P3P2/2P3qP/P2R2P1/5RK1 w - - 1 24,f1f3 g3e1 g1h2 e1d2,831,107,95,1375,crushing endgame fork short,https://lichess.org/FrMf0UcF#47,
00EDN,rnbq1rk1/p4ppp/1p2p3/2p5/2QPn3/2P1PN2/P3BPPP/R1B2RK1 w - - 0 11,c1a3 c8a6 c4a6 b8a6,1612,82,84,48,advantage middlegame short,https://lichess.org/clViyZ2d#21,Nimzo-Indian_Defense Nimzo-Indian_Defense_Normal_Variation
00EDa,r1bk3r/ppp1np1p/3p2pP/1N2P1q1/2BP1n2/8/PPP3P1/R1BQ2KR w - - 1 14,e5d6 g5g2,1121,76,100,253,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/dTj38zoQ#27,Three_Knights_Opening Three_Knights_Opening_Other_variations
00EEp,3k2q1/pb1p3p/1p1P4/2p5/2P2Q1K/8/P7/5R2 b - - 2 36,b7g2 f4f8 g8f8 f1f8,1646,79,88,65,endgame mate mateIn2 short,https://lichess.org/dWHeDlRz/black#72,
00EJb,6k1/5pp1/2R1p2p/8/P1B5/1P4P1/1q3Q1P/3r2K1 w - - 1 35,g1g2 d1d2 c6c8 g8h7 c4d3 f7f5 c8c2 d2f2,2288,81,87,450,advantage endgame pin veryLong,https://lichess.org/ki9WEgCM#69,
00ERL,1r2R1k1/2Q4p/pp6/2p2n2/P2P1P1q/2P4P/2PB2b1/4R1K1 b - - 0 29,b8e8 e1e8,886,79,100,80,mate mateIn1 middlegame oneMove,https://lichess.org/Da4ZV4Yw/black#58,
00EUB,3r1k1r/5p1p/b2q1p2/P2Np3/Bp2P3/2b2P2/3Q2PP/1R2K2R w K - 4 24,d5c3 d6d2,631,110,100,30,mate mateIn1 middlegame oneMove,https://lichess.org/Fgs0hDjT#47,
00EUu,8/5P1P/1p4K1/8/6P1/8/2p5/k6r b - - 0 62,h1h6 g6h6 c2c1q g4g5 c1c6 h6g7,2515,80,91,3303,crushing defensiveMove endgame long,https://lichess.org/u5HjwjcV/black#124,
00EWi,8/8/1R3pkp/1pP5/1P3PKP/r7/8/8 w - - 2 48,b6b5 f6f5,896,78,94,456,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/RxrVCbwq#95,
00EXP,2n3k1/p4ppp/2p1p3/P1NrP3/1n1r4/3N4/5PPP/1R1R2K1 w - - 0 29,d3b4 d4d1 b1d1 d5d1,863,136,100,49,backRankMate mate mateIn2 middlegame short,https://lichess.org/YsjTBKuB#57,
00EXS,r3r1k1/p2Q1p1p/1p2p1p1/8/1P1P4/P3P3/1B2Nb1q/2KR1R2 w - - 0 19,f1h1 f2e3 c1b1 h2e2,1551,81,76,41,advantage discoveredAttack middlegame short,https://lichess.org/CeNY4SjC#37,
00Ea3,3r4/p5k1/1p1qprnp/1Q1pN1p1/3P1pP1/1PP5/P5PP/4RRK1 b - - 3 29,g6e5 d4e5 d6c5 b5c5 b6c5 e5f6,1317,74,87,388,crushing fork long middlegame,https://lichess.org/6TJRc5H1/black#58,
00EbJ,r2q1rk1/ppp2ppp/2nbb3/8/6n1/2NPBN2/PPP1BPPP/R2QK2R w KQ - 5 9,f3g5 g4e3 f2e3 d8g5,1201,94,53,79,capturingDefender crushing opening short,https://lichess.org/wlZv7BWx#17,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
00Ec4,2rq1r1k/p5pp/8/1p1BpPb1/2Pp2Q1/P2P2R1/6PP/R5K1 b - - 3 25,c8c7 g4g5 d8g5 g3g5,827,96,85,344,crushing middlegame short,https://lichess.org/HUFGdjKK/black#50,
00EdH,r4rk1/pb3ppp/1p2p3/3q4/3N4/2PQ3P/PP3PP1/R4RK1 w - - 1 18,d3c2 d5g2,635,86,87,93,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/R9ruy5QZ#35,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
00EgR,N2k3r/1b1n1Bpp/p7/1pb1P3/6P1/4p3/PPP4P/1K1R3R w - - 1 20,e5e6 b7h1 d1d7 d8c8 d7c7 c8b8,1794,75,93,2741,advantage long middlegame,https://lichess.org/PfKZb868#39,
00Enl,2kr4/1pp5/p1b2R1n/2PpP3/3B2p1/2P1Q1Pp/PPq4P/5RK1 w - - 3 27,f6h6 c2g2,864,77,100,126,mate mateIn1 middlegame oneMove,https://lichess.org/2XZ7QI0F#53,
00EoE,r1b1k3/ppr4p/5p2/5p2/8/2P3P1/P4PP1/4RK1R b q - 1 23,e8f7 h1h7 f7g6 h7c7,974,79,73,65,crushing endgame short skewer,https://lichess.org/25vOJGCF/black#46,
00Er4,r3k2r/p1bN2pp/2p1pp2/3p3b/3P1q2/2N4P/PPPQ1PP1/R3R1K1 w kq - 0 16,e1e6 e8d7 d2f4 c7f4,1345,75,87,153,crushing hangingPiece middlegame short,https://lichess.org/xukRQ21f#31,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
00Erm,3r4/6k1/1p1pr1p1/p1p2p2/PnP1p1P1/1P6/3R1PBP/4R1K1 b - - 0 29,b4d3 d2d3 e4d3 e1e6 d3d2 g2f3,1402,77,83,150,crushing defensiveMove endgame long,https://lichess.org/kE9mu3xO/black#58,
00Evs,5qk1/pQ3pp1/7p/b2N1b2/P3r3/5K2/7P/R4B2 b - - 1 24,g7g5 d5f6 g8h8 f6e4,1077,84,92,1014,advantage fork middlegame short,https://lichess.org/ZuufvD5S/black#48,
00Ezc,rnb1k2r/ppp4p/3b1qp1/3P1pBQ/4p2N/2N5/PPP2PPP/R3R1K1 b kq - 1 13,f6f7 c3e4 f5e4 e1e4,2005,74,89,1384,crushing middlegame short,https://lichess.org/DlEjvVuJ/black#26,Russian_Game Russian_Game_Italian_Variation
00F1l,8/2k1b3/5p2/RBpK1Pp1/Pp1p2P1/3P4/2r5/8 b - - 2 45,b4b3 a5a7 c7b8 a7e7,836,80,80,189,crushing endgame master short skewer,https://lichess.org/By9yxCU0/black#90,
00F2o,6k1/4qpp1/3p3p/8/2BP4/1Pn5/2Qn1PPP/6K1 w - - 0 29,c2c3 e7e1 c4f1 e1f1,978,78,72,124,endgame mate mateIn2 short,https://lichess.org/Xik1cEk4#57,
00F3S,3r1rk1/5ppp/p5q1/1p1P4/2PpP3/P6Q/B4PPP/2R3K1 b - - 0 29,g6e4 a2b1 e4b1 c1b1,1330,98,85,26,crushing endgame short,https://lichess.org/kCnMPvjO/black#58,
00F5G,2rqrbk1/pp3ppp/4n3/3p1N2/3NnBQ1/2P4P/PP3PP1/R4RK1 b - - 14 22,e6f4 f5h6 g8h8 h6f7,1538,82,86,59,crushing deflection kingsideAttack middlegame pin short,https://lichess.org/HLNR4ZJ8/black#44,
00F6y,2k3r1/ppp2prp/1q2b3/8/Q7/2P1R1P1/P4P1P/4R1K1 b - - 3 23,e6d7 e3e8 d7e8 e1e8 g8e8 a4e8,878,98,92,817,long mate mateIn3 middlegame queensideAttack sacrifice,https://lichess.org/Hii0fRVd/black#46,
00FAe,5Rbk/6pp/8/p3P3/Pp1pq3/8/1P4PP/3Q2K1 w - - 1 35,d1b3 e4e1 f8f1 e1f1 g1f1 g8b3,1694,74,95,956,crushing endgame long,https://lichess.org/EvpVpm3n#69,
00FF5,r3k3/ppp1qp2/1b1p3p/4p2r/2B1P1b1/P1PP1P2/1P4PQ/RN3R1K b q - 2 18,e7h4 c4f7 e8e7 f7h5,1987,76,92,4538,attackingF2F7 crushing middlegame short,https://lichess.org/YBDgjNpz/black#36,Italian_Game Italian_Game_Giuoco_Pianissimo
00FGc,1r4k1/5p2/2q3bp/4R3/p1r5/P1N5/1PP1Q2P/1KR5 w - - 2 33,b1a2 c4c3 b2c3 f7f6,2446,78,89,125,advantage middlegame sacrifice short,https://lichess.org/N39SSpf9#65,
00FH6,r6r/1q2bpk1/7p/p1p1pPpn/Pp2P1nP/1P1B1N2/2P3P1/2BRR1QK w - - 7 30,c1b2 h5g3,1023,81,100,364,mate mateIn1 middlegame oneMove,https://lichess.org/ckigRGV8#59,
00FHO,8/1pp5/p2p3p/3P1Pk1/P3K1P1/1P5R/8/2r5 w - - 1 39,e4f3 c1c3 f3g2 c3h3 g2h3 h6h5 g4h5 g5h5,2236,107,66,32,crushing endgame rookEndgame veryLong,https://lichess.org/0KBMAMQh#77,
00FHX,2r3k1/5p1p/4pP2/3p3P/8/5P2/p1b3P1/2R3K1 b - - 0 30,c2b1 c1c8,493,93,85,802,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/rztVgThB/black#60,
00FND,8/1P6/8/7p/3P4/3k1p1P/4p3/3K4 w - - 0 49,d1e1 d3e3 h3h4 f3f2,1965,77,97,1324,advancedPawn endgame mate mateIn2 pawnEndgame short,https://lichess.org/C4mOV5Og#97,
00FOM,8/5k2/8/3pPPB1/1p4K1/1b6/8/8 b - - 0 45,b3d1 g4h4 d1a4 e5e6,2594,90,72,166,bishopEndgame crushing defensiveMove endgame short,https://lichess.org/9wp9pR0Q/black#90,
00FON,1k6/8/8/6p1/1pp5/p4PP1/N1P4P/7K w - - 0 38,h2h4 b4b3 c2b3 c4b3,936,88,91,1771,crushing endgame knightEndgame short,https://lichess.org/D9f2JIE8#75,
00FPo,7R/1K3p2/6k1/PP4p1/8/6rp/8/8 b - - 2 47,g5g4 a5a6 h3h2 h8h2,1793,78,93,4877,crushing endgame rookEndgame short,https://lichess.org/6C03NLdu/black#94,
00FaB,2k2bn1/ppp2Nrp/2b1p3/3q2BQ/8/8/PP3PPP/RN3RK1 w - - 5 18,b1c3 d5g2,673,78,75,105,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/fjSUfcn3#35,Ponziani_Opening Ponziani_Opening_Jaenisch_Counterattack
00Feu,4R1k1/p4r1p/1pp2rp1/8/5B1q/4QP1P/P1P2PK1/8 b - - 2 28,f7f8 f4g5 h4g5 e3g5,2016,76,100,239,crushing endgame fork short,https://lichess.org/IEDYgK0q/black#56,
00FjB,rnbk3r/pppp1Bpp/8/5p2/4p3/2PP4/P1P2PPP/R1B1K2R b KQ - 0 13,h8f8 c1g5,879,145,59,203,doubleBishopMate mate mateIn1 middlegame oneMove,https://lichess.org/r1BPO2dx/black#26,Bishops_Opening Bishops_Opening_Boden-Kieseritzky_Gambit
00Flp,r2q1rk1/ppp2ppp/2n5/3p2N1/3P4/1B5P/P1Q1bPP1/R1B2RK1 b - - 2 16,e2f1 c2h7,703,86,100,77,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/SXoBpAj9/black#32,Italian_Game Italian_Game_Classical_Variation
00G0z,Q4n1k/p2b2pp/3b4/2p5/4pq2/2Pn3P/PP1NBPP1/R1B2RK1 w - - 1 23,d2e4 f4h2,1339,93,29,56,mate mateIn1 middlegame oneMove,https://lichess.org/5yn9tO6O#45,
00G1l,5k2/1R6/3pp1P1/2p5/1pr1PK2/5P2/8/8 b - - 0 60,c4c1 f4g5 c1g1 g5f6,1838,75,89,416,crushing defensiveMove endgame master rookEndgame short,https://lichess.org/IWYBiMcT/black#120,
00G7g,3r1rk1/p4pp1/b1p4p/8/BPPq4/P2P3P/2Q3P1/RNB4K b - - 2 27,d4a1 c1b2 a1b2 c2b2,1340,74,89,721,advantage middlegame short,https://lichess.org/Gbq7pxMD/black#54,
00G81,3r4/5k2/p4Pp1/2pK2Pp/2R5/P7/8/8 w - - 7 51,d5c5 d8c8 c5d4 c8c4 d4c4 h5h4,1399,76,98,4541,crushing defensiveMove endgame long rookEndgame,https://lichess.org/Q8HZlLcF#101,
00GAf,r5k1/5pp1/1p1rb2p/3pR2q/p1pP4/P1P3Q1/5PPN/4R1K1 b - - 1 30,h5g6 g3g6 f7g6 e5e6 d6e6 e1e6,1328,75,75,245,crushing long middlegame,https://lichess.org/DJ3edB5i/black#60,
00GBV,3r1rk1/pp2n1pp/8/8/Nq6/1PB5/P3QPPP/4R1K1 b - - 1 25,b4d6 e2e7 d6e7 e1e7,1455,76,85,314,advantage middlegame short,https://lichess.org/MksLS6CR/black#50,
00GBX,r6k/pp2n1pp/2nN4/4p1Br/1PB5/2P4b/P3Nb1P/R2R3K b - - 1 22,h5g5 d6f7 h8g8 f7g5,929,84,96,539,advantage discoveredAttack fork middlegame short,https://lichess.org/1YLxwOt0/black#44,
00GHw,r1bq1r2/1p4kp/4p1p1/1NpPp1P1/2P1P3/pPQ4B/P4n2/2KR3R b - - 1 21,f2h1 c3e5 g7g8 d5e6 d8e7 d1h1 e7g7 e5g7,2591,110,90,439,advantage middlegame veryLong,https://lichess.org/VU9ATvfr/black#42,
00GRa,1r3rk1/2p1Nppb/p2nq3/1p2p1Pp/4Qn1P/2P1N3/PPB2P1K/3R2R1 b - - 5 28,e6e7 e4h7,400,110,96,1032,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/QiJhfG8J/black#56,
00GVf,2b2k2/6q1/pn4p1/1rp2p2/8/8/1P2Q1P1/1K2R2R b - - 3 32,c8d7 h1h8 g7h8 e2e7 f8g8 e7d8,1560,77,94,8007,crushing exposedKing long middlegame sacrifice,https://lichess.org/sTFSNjA5/black#64,
00GWg,1r1r2k1/pp4pp/2nNb3/2R2p2/2P1p3/8/P4PPP/3BR1K1 w - - 1 26,d6b7 b8b7 c5c6 b7b1 g1f1 d8d1 e1d1 b1d1 f1e2 e6d7,2232,80,91,1097,crushing middlegame veryLong,https://lichess.org/M7Dta3mv#51,
00GY4,3k2r1/pR5R/3r4/4p1q1/7Q/3Pn1PP/PP5K/8 b - - 0 27,g5h4 b7b8,1219,77,94,1259,endgame mate mateIn1 oneMove,https://lichess.org/uDdpetkC/black#54,
00GYk,1r4k1/p3p1bp/1n3qp1/6B1/6Q1/1P4pP/P5B1/3R3K b - - 0 29,f6e5 g5f4 e5f4 g4f4,1647,75,69,62,crushing master middlegame short,https://lichess.org/YCWBuQpY/black#58,
00GiQ,5r2/1p3p1k/6pp/p1qp1P2/7Q/5N2/6PP/5N1K b - - 4 31,b7b5 f3g5 h7g7 f5f6 g7f6 g5e4,1854,75,94,799,attraction crushing doubleCheck endgame long pin,https://lichess.org/XLwP4TgT/black#62,
00GoO,r1b2rk1/ppb5/2p4p/2Ppqpp1/1P6/2N1P3/P3BPPP/2RQ1RK1 w - - 0 16,e2d3 e5h2,543,91,100,245,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/sf8dREp6#31,Dutch_Defense Dutch_Defense_Normal_Variation
00Gt0,R7/4k3/5p2/3p2p1/4b2p/2K1P2P/5PP1/8 w - - 2 47,f2f3 d5d4 c3d4 e4a8,1052,79,83,107,crushing discoveredAttack endgame master short,https://lichess.org/5OO7Wczb#93,
00GuD,1n5k/4r1p1/p2q1rPp/1ppB4/8/3P4/PPP1RPQ1/2K4R b - - 4 25,e7e2 h1h6 g7h6 g6g7 h8h7 g7g8q,1165,76,88,560,advancedPawn kingsideAttack long mate mateIn3 middlegame promotion sacrifice,https://lichess.org/zcHeWRaO/black#50,
00GuG,2R5/7p/1K4k1/8/5p2/5n2/8/8 w - - 0 63,c8c6 g6f5 b6c5 h7h5,2511,91,91,1440,advantage defensiveMove endgame master short,https://lichess.org/6xU6SaA2#125,
00Gvp,8/2kn1p2/8/3P4/R7/2P1N3/1r2K3/8 w - - 13 70,e2d3 d7c5 d3d4 c5a4,979,76,100,163,advantage endgame fork short,https://lichess.org/CIq1kOGh#139,
00Gvr,8/1b3pp1/1k4Pp/4K2P/4PP2/8/8/8 b - - 0 46,f7f6 e5e6 b7e4 e6f7,1134,77,89,2787,advantage bishopEndgame defensiveMove endgame master short,https://lichess.org/tHhRpYsL/black#92,
00Gyu,r1b1k1nr/1pp2p2/p7/1B1q3p/6p1/4PP2/PPPQ1P2/2KR3R b kq - 1 17,d5b5 d2d8,399,106,92,194,mate mateIn1 middlegame oneMove,https://lichess.org/EZLk62ss/black#34,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
00Gz6,r7/p3qkp1/1p4p1/3Nn3/Q7/4PP2/PP3K2/6R1 b - - 0 25,e7c5 a4f4 f7e6 f4e4 a8f8 g1g6,2273,110,89,1175,crushing endgame fork long pin,https://lichess.org/F80hPRFE/black#50,
00H1C,r3r3/1kpRnqpp/p4p2/Qp2P2P/1N6/4Pb2/PPP3P1/2K2R2 b - - 0 22,e7c6 a5c7,1389,78,94,2440,mate mateIn1 middlegame oneMove,https://lichess.org/GzcjOw0p/black#44,
00H2I,4rrk1/ppp2pp1/7p/3n4/3P3q/1P2p2P/P5P1/R1BQRBK1 w - - 2 23,c1b2 h4f2 g1h2 f2b2,2033,77,87,45,crushing fork middlegame short,https://lichess.org/cCjO5vXk#45,
00H2L,8/8/2p2p2/p4P1p/Pk5P/4K1P1/8/8 w - - 1 39,e3d3 c6c5 d3e2 c5c4 g3g4 h5g4,2364,94,90,624,crushing endgame long pawnEndgame quietMove,https://lichess.org/UMoEkwn0#77,
00H5n,8/5Rpk/3p3p/p1qPp3/P3n3/5N1P/1Q3PPK/2r5 b - - 0 35,e4f2 b2b7 c1h1 h2g3 f2e4 g3g4 e4f6 f7f6 c5b4 b7b4,2415,94,90,364,advantage endgame pin quietMove veryLong,https://lichess.org/84oSZ8O3/black#70,
00H87,6k1/2q1pp2/p5pB/2p4n/3pP1Q1/P2P3P/1r4P1/5RK1 b - - 1 30,c7g3 g4c8 g8h7 f1f7 h5g7 f7g7 h7h6 c8h8 h6g5 g7g6 g5g6 h8g8 g6f6 g8g3,1958,76,88,414,attraction crushing deflection endgame sacrifice skewer veryLong,https://lichess.org/hQEAqclb/black#60,
00H8a,5bk1/2R4p/6p1/8/2b1NP1P/4P1K1/r7/8 b - - 2 45,c4d3 e4f6 g8h8 c7h7,793,80,89,324,arabianMate endgame mate mateIn2 short,https://lichess.org/7UUQgJDC/black#90,
00H9n,7k/6p1/8/4p3/Pp1b4/1P3b1q/3Q2P1/5RK1 w - - 0 45,d2d4 h3g2,893,81,90,308,endgame master mate mateIn1 oneMove,https://lichess.org/MaGCLflH#89,
00HAM,R2q1r1k/1p3Qpp/1n6/3P2pP/2PP2P1/1P6/2K5/5R2 b - - 0 29,d8a8 f7f8 a8f8 f1f8,953,353,100,1,backRankMate endgame mate mateIn2 short,https://lichess.org/BgVpYpY8/black#58,
00HDS,6k1/pp2R3/6pp/8/3r4/P4BbP/1P4P1/6K1 b - - 3 38,d4c4 f3d5 g8f8 e7f7 f8e8 d5c4,1506,90,55,31,crushing endgame exposedKing fork long,https://lichess.org/K4Eh4BSQ/black#76,
00HEh,3R1rk1/pp3ppp/2p3b1/2n3P1/2B2q1P/5N2/PPP1QP2/4R1K1 b - - 0 23,f8d8 e2e8 d8e8 e1e8,803,87,90,449,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/ekEf00kl/black#46,
00HEx,b7/5pk1/R3pn1p/8/3NP3/5P2/6PP/2rB2K1 w - - 1 31,a6a8 c1d1 g1f2 d1d4,975,79,93,1187,crushing endgame fork hangingPiece master short,https://lichess.org/Kl5pBLfs#61,
00HGG,8/pp6/2p1kpp1/3p4/3P1PPp/1P3K2/P1P4P/8 w - - 0 31,g4g5 f6g5 f3g4 g5f4 g4f4 e6f6,1682,75,85,135,crushing defensiveMove endgame long pawnEndgame,https://lichess.org/JyqJknFl#61,
00HHN,4r2k/p6p/1p3R2/2p5/2P5/1P4R1/r5PP/2K5 w - - 0 32,f6f7 e8e1,848,107,93,889,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/tMmxk7ja#63,
00HIV,8/8/1p1k1n1p/4p3/1PP2pp1/3K4/3N1PPP/8 b - - 3 37,h6h5 d2e4 f6e4 d3e4,862,82,98,666,crushing endgame knightEndgame master short,https://lichess.org/1mef1VFJ/black#74,
00HJd,r1bqkb1r/pp2pppp/2p2n2/2PnN3/2BP1B2/8/PP3PPP/RN1QR1K1 b kq - 2 12,d5f4 c4f7,1261,127,57,42,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/LuwogjsN/black#24,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
00HPz,6r1/7p/2pk1p2/P2p4/P2KbP2/4P3/4NR1P/8 w - - 1 35,e2c3 c6c5,691,97,94,614,endgame master mate mateIn1 oneMove,https://lichess.org/ElfQqRYp#69,
00HZC,4r1k1/pp1qn3/2p4R/6p1/3P1rR1/3Q2P1/PP3P1P/6K1 b - - 0 31,f4g4 d3h7 g8f8 h6f6,1518,76,74,138,endgame mate mateIn2 short,https://lichess.org/SPwu7cIA/black#62,
00HZa,6k1/6pp/1p6/p1n5/4qp2/1P2PN2/P4PPP/3Q2K1 b - - 0 28,f4e3 d1d8 g8f7 f3g5 f7g6 g5e4,937,87,87,341,crushing endgame fork long master,https://lichess.org/WRMbDs53/black#56,
00HeG,8/1p5k/p3pQq1/3pP3/2p3P1/2P5/PP6/2K5 w - - 3 33,f6h4 g6h6 h4h6 h7h6,854,107,96,411,crushing endgame master queenEndgame short,https://lichess.org/Fe29uA9P#65,
00Hk4,5rk1/p4ppp/4p3/1Q6/1P1BN1b1/8/Pq3PPP/R1r1KB1R w KQ - 2 18,a1c1 b2c1,639,92,98,433,mate mateIn1 middlegame oneMove,https://lichess.org/gpoTbULY#35,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
00HnR,q5kr/p4p2/3Bb1p1/4p2p/5n2/2P5/P1Q2PPP/3R1RK1 w - - 4 21,d6e5 a8g2,939,76,99,525,master mate mateIn1 middlegame oneMove,https://lichess.org/Iva57KFW#41,
00HoG,5r1k/5r2/2b2RQp/1p1p2p1/1q4P1/8/8/1B3R1K b - - 0 36,f7f6 g6h7,1513,82,90,4527,mate mateIn1 middlegame oneMove,https://lichess.org/zwJu9mKP/black#72,
00Hpe,1rr3k1/4Qppp/qp2p3/P2pn3/3N4/4P2P/5PP1/RR4K1 b - - 3 29,b6a5 b1b8 c8b8 e7c7 b8c8 c7e5,1748,76,90,177,advantage fork long middlegame,https://lichess.org/7DmRgaqW/black#58,
00Htd,rnbqk2r/1p3ppp/p4b2/2Pp4/8/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 9,d1d5 f6c3 b2c3 d8d5,962,96,94,1145,crushing intermezzo opening short,https://lichess.org/ZWQwqa9S#17,Tarrasch_Defense Tarrasch_Defense_Two_Knights_Variation
00Hut,r4rk1/4p1bp/3p2p1/q1pP1P2/4QP2/4B3/1p5P/1BKR3R w - - 0 22,c1c2 a5c3,1342,76,94,2815,mate mateIn1 middlegame oneMove,https://lichess.org/wzUXW4h3#43,
00Huv,3r2q1/5prk/p3pQpp/1p2P3/2p4R/2P2P1P/PPB2P2/6K1 b - - 2 29,g8f8 h4h6 h7g8 f6h4,1870,75,91,522,clearance crushing endgame short,https://lichess.org/KGI2jWmb/black#58,
00Hxb,1rbr1k2/p4ppp/2B5/2pR1NP1/2P5/P7/7P/4R1K1 b - - 0 27,d8d5 e1e8,1125,81,83,1106,endgame mate mateIn1 oneMove,https://lichess.org/FW9LwaHK/black#54,
00HzH,2r2Qk1/p2q2p1/1p2p1Np/3p3P/3Pb1P1/2P5/PP3R2/6K1 b - - 4 33,c8f8 f2f8 g8h7 f8h8,775,99,91,409,endgame hookMate mate mateIn2 short,https://lichess.org/XB8lgZ9N/black#66,
00HzX,4r1k1/5pp1/2R4p/1p6/8/1PP3QP/2q2PP1/6K1 w - - 0 29,c6h6 c2c1 g1h2 c1h6,1638,75,92,1404,crushing endgame fork short,https://lichess.org/tKKATkce#57,
00I8g,4rk2/3Rnrp1/8/4Q1p1/7P/6K1/8/8 w - - 0 50,h4g5 e7f5 e5f5 f7f5,897,77,100,377,crushing endgame short,https://lichess.org/5U3wSf5r#99,
00ICz,2k2rr1/1p1q3p/1p2p3/1NbpQ3/P1p2P2/6P1/6KP/R4R2 b - - 0 31,f8f5 b5a7 c8d8 e5b8 d8e7 b8g8,1247,75,96,4973,crushing long middlegame skewer,https://lichess.org/aGEDdbh2/black#62,
00IDw,4r3/pN3kpp/2N1b3/2R5/5b2/P7/1P3PPP/7K w - - 1 30,g2g3 e6h3 c5c1 f4c1,1862,75,86,152,advantage endgame quietMove short,https://lichess.org/KmTVU8Fo#59,
00IDz,8/8/2p2P2/K2b3p/7N/P1k5/8/8 w - - 0 63,f6f7 d5f7 a5b6 f7d5 b6c5 c3b3,1633,76,69,117,crushing endgame long master quietMove,https://lichess.org/saSpYsAv#125,
00IEW,6k1/6p1/R6p/3P1N2/8/3K4/2r2b2/8 b - - 5 57,c2c8 f5e7 g8f7 e7c8,949,83,100,79,crushing endgame fork short,https://lichess.org/yowrXxcg/black#114,
00IF1,1k6/p1p5/P2p4/3P4/1PK2N1p/4P3/5r2/4B3 b - - 12 57,f2f4 e3f4 h4h3 e1g3,1271,79,93,610,crushing defensiveMove endgame hangingPiece short,https://lichess.org/bX3dAdx9/black#114,
00IF7,b3k2r/4bpp1/2q1p2p/1p1nP3/1Pp1N3/2P5/2B2PPP/2BQR1K1 w k - 0 19,c1e3 d5c3 d1g4 c3e4,1698,77,73,55,crushing middlegame short,https://lichess.org/7PRHzjIO#37,Sicilian_Defense Sicilian_Defense_Old_Sicilian
00IFk,r1b4r/ppk2ppp/2p5/3n2B1/2P5/6P1/P1P1B2P/2KR3R b - - 0 16,d5c3 g5f4 c7b6 c4c5 b6c5 f4e3,2150,75,87,131,attraction crushing long middlegame,https://lichess.org/aDBJY27j/black#32,Philidor_Defense Philidor_Defense_Lion_Variation
